Url,Type,Title,Publisher Place,Publisher,Date,Authors,Volume,Language,Pages
https://www.biodiversitylibrary.org/page/5268238,Monograph/Item,"Flora medica; a botanical account of all the more important plants used in medicine, in different parts of the world.  ","London,","Longman, Orme, Brown, Green, and Longmans,",1838,"Lindley, John,      1799 -1865",,English,Page 485
https://www.biodiversitylibrary.org/page/17801960,Monograph/Item,"Flora medica; a botanical account of all the more important plants used in medicine, in different parts of the world.  ",London :,"Longman, Orme, Brown, Green, and Longmans,",1838,"Lindley, John,      1799 -1865",,English,Page 485
https://www.biodiversitylibrary.org/page/34207082,Monograph/Item,Flora Pedemontana : sive Species plantarum Phanerogamarum in Pedemonte et Liguria sponte nascentium ... /  ,Augustae Taurinorum [Torino] :,"J. Favale,",1849-1864,"Zumaglini, Antonio Mauritio,      1804 -1866",t.1-2,Latin,
https://www.biodiversitylibrary.org/page/6718715,Monograph/Item,Flora Pyrenaea per ordines naturales gradatim digesta /  ,Mediolani [Milan] :,"U. Hoeplius,",1897,"Penzig, O.     (Otto), 1856 -1929",v.1 (1897),Latin,Page 381
https://www.biodiversitylibrary.org/page/6718855,Monograph/Item,Flora Pyrenaea per ordines naturales gradatim digesta /  ,Mediolani [Milan] :,"U. Hoeplius,",1897,"Penzig, O.     (Otto), 1856 -1929",v.1 (1897),Latin,Page 521
https://www.biodiversitylibrary.org/page/6126131,Monograph/Item,Flora Romana D. Joannis Francisci Maratti ... Opus postumum nunc primum in lucem editum.  ,"Rome,","Typis J. Salviucci,",1822,"Maratti, Giovanni Francesco,       1777",t. 2,Latin,Page 14
https://www.biodiversitylibrary.org/page/22922,Serial,"Flora oder Botanische Zeitung :welche Recensionen, Abhandlungen, AufsÃ_tze, Neuigkeiten und Nachrichten, die  Botanik betreffend, enthÃ_lt /  ",Regensburg :,"Die Gesellschaft,",1826,KoÌˆnigliche Bayerische Botanische Gesellschaft zu Regensburg.       ,v.9:no.2 (1826),,Page 414
https://www.biodiversitylibrary.org/page/27077,Serial,"Flora oder Botanische Zeitung :welche Recensionen, Abhandlungen, AufsÃ_tze, Neuigkeiten und Nachrichten, die  Botanik betreffend, enthÃ_lt /  ",Regensburg :,"Die Gesellschaft,",1830,KoÌˆnigliche Bayerische Botanische Gesellschaft zu Regensburg.       ,v.13:no.2 (1830),,Page 767
https://www.biodiversitylibrary.org/page/31239,Serial,"Flora oder Botanische Zeitung :welche Recensionen, Abhandlungen, AufsÃ_tze, Neuigkeiten und Nachrichten, die  Botanik betreffend, enthÃ_lt /  ",Regensburg :,"Die Gesellschaft,",1834,KoÌˆnigliche Bayerische Botanische Gesellschaft zu Regensburg.       ,v.17:no.1 (1834),,Page 328
https://www.biodiversitylibrary.org/page/70442,Serial,"Flora oder Botanische Zeitung :welche Recensionen, Abhandlungen, AufsÃ_tze, Neuigkeiten und Nachrichten, die  Botanik betreffend, enthÃ_lt /  ",Regensburg :,"Die Gesellschaft,",1887,KoÌˆnigliche Bayerische Botanische Gesellschaft zu Regensburg.       ,v.70 (1887),,Page 544
